0|0|0|0
1|0|0|5
0|1|0|7
2|0|0|10
0|0|1|11
1|1|0|12
0|2|0|14
3|0|0|15
1|0|1|16
2|1|0|17
1|2|0|19
2|0|1|21
0|0|2|22
